timestamp_machine,timestamp_google,rr,device,dateTime
1646146632401,1646146632384,831,ED:68:09:2B:C6:5F,2022-03-01 15:57:12
1646146632401,1646146632384,820,ED:68:09:2B:C6:5F,2022-03-01 15:57:12
1646146632412,1646146632395,799,ED:68:09:2B:C6:5F,2022-03-01 15:57:12
1646146636466,1646146636443,800,ED:68:09:2B:C6:5F,2022-03-01 15:57:16
1646146638392,1646146638374,791,ED:68:09:2B:C6:5F,2022-03-01 15:57:18
1646146640384,1646146640367,788,ED:68:09:2B:C6:5F,2022-03-01 15:57:20
1646146640384,1646146640367,759,ED:68:09:2B:C6:5F,2022-03-01 15:57:20
1646146640396,1646146640379,752,ED:68:09:2B:C6:5F,2022-03-01 15:57:20
1646146642377,1646146642359,767,ED:68:09:2B:C6:5F,2022-03-01 15:57:22
1646146642377,1646146642359,780,ED:68:09:2B:C6:5F,2022-03-01 15:57:22
1646146642457,1646146642439,795,ED:68:09:2B:C6:5F,2022-03-01 15:57:22
1646146643377,1646146643360,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643392,1646146643375,803,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643402,1646146643385,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643402,1646146643385,795,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643412,1646146643395,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643427,1646146643409,815,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643451,1646146643434,812,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643462,1646146643444,807,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146643462,1646146643444,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:23
1646146644372,1646146644355,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:24
1646146645369,1646146645352,799,ED:68:09:2B:C6:5F,2022-03-01 15:57:25
1646146646366,1646146646349,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:26
1646146646366,1646146646349,419,ED:68:09:2B:C6:5F,2022-03-01 15:57:26
1646146646366,1646146646349,380,ED:68:09:2B:C6:5F,2022-03-01 15:57:26
1646146647365,1646146647349,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:27
1646146648366,1646146648349,791,ED:68:09:2B:C6:5F,2022-03-01 15:57:28
1646146650357,1646146650340,756,ED:68:09:2B:C6:5F,2022-03-01 15:57:30
1646146650367,1646146650350,763,ED:68:09:2B:C6:5F,2022-03-01 15:57:30
1646146650367,1646146650350,764,ED:68:09:2B:C6:5F,2022-03-01 15:57:30
1646146651353,1646146651337,803,ED:68:09:2B:C6:5F,2022-03-01 15:57:31
1646146652359,1646146652340,780,ED:68:09:2B:C6:5F,2022-03-01 15:57:32
1646146654346,1646146654329,779,ED:68:09:2B:C6:5F,2022-03-01 15:57:34
1646146654346,1646146654329,788,ED:68:09:2B:C6:5F,2022-03-01 15:57:34
1646146655357,1646146655340,803,ED:68:09:2B:C6:5F,2022-03-01 15:57:35
1646146655366,1646146655350,820,ED:68:09:2B:C6:5F,2022-03-01 15:57:35
1646146656347,1646146656326,847,ED:68:09:2B:C6:5F,2022-03-01 15:57:36
1646146657356,1646146657339,852,ED:68:09:2B:C6:5F,2022-03-01 15:57:37
1646146657356,1646146657339,847,ED:68:09:2B:C6:5F,2022-03-01 15:57:37
1646146658340,1646146658323,832,ED:68:09:2B:C6:5F,2022-03-01 15:57:38
1646146659334,1646146659317,819,ED:68:09:2B:C6:5F,2022-03-01 15:57:39
1646146660336,1646146660319,836,ED:68:09:2B:C6:5F,2022-03-01 15:57:40
1646146662328,1646146662310,843,ED:68:09:2B:C6:5F,2022-03-01 15:57:42
1646146662328,1646146662310,832,ED:68:09:2B:C6:5F,2022-03-01 15:57:42
1646146662338,1646146662321,827,ED:68:09:2B:C6:5F,2022-03-01 15:57:42
1646146663338,1646146663308,812,ED:68:09:2B:C6:5F,2022-03-01 15:57:43
1646146664322,1646146664305,827,ED:68:09:2B:C6:5F,2022-03-01 15:57:44
1646146665319,1646146665302,816,ED:68:09:2B:C6:5F,2022-03-01 15:57:45
1646146665319,1646146665302,807,ED:68:09:2B:C6:5F,2022-03-01 15:57:45
1646146666318,1646146666301,820,ED:68:09:2B:C6:5F,2022-03-01 15:57:46
1646146667314,1646146667297,815,ED:68:09:2B:C6:5F,2022-03-01 15:57:47
1646146668360,1646146668343,812,ED:68:09:2B:C6:5F,2022-03-01 15:57:48
1646146672365,1646146672348,815,ED:68:09:2B:C6:5F,2022-03-01 15:57:52
1646146672365,1646146672348,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:52
1646146672376,1646146672359,791,ED:68:09:2B:C6:5F,2022-03-01 15:57:52
1646146672387,1646146672370,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:52
1646146673300,1646146673283,803,ED:68:09:2B:C6:5F,2022-03-01 15:57:53
1646146675297,1646146675278,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:55
1646146675297,1646146675278,803,ED:68:09:2B:C6:5F,2022-03-01 15:57:55
1646146675310,1646146675292,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:55
1646146675320,1646146675304,799,ED:68:09:2B:C6:5F,2022-03-01 15:57:55
1646146676292,1646146676275,804,ED:68:09:2B:C6:5F,2022-03-01 15:57:56
1646146677290,1646146677272,808,ED:68:09:2B:C6:5F,2022-03-01 15:57:57
1646146677290,1646146677272,803,ED:68:09:2B:C6:5F,2022-03-01 15:57:57
1646146678290,1646146678273,772,ED:68:09:2B:C6:5F,2022-03-01 15:57:58
1646146679286,1646146679269,811,ED:68:09:2B:C6:5F,2022-03-01 15:57:59
1646146680284,1646146680267,796,ED:68:09:2B:C6:5F,2022-03-01 15:58:00
1646146680284,1646146680267,807,ED:68:09:2B:C6:5F,2022-03-01 15:58:00
1646146681281,1646146681264,816,ED:68:09:2B:C6:5F,2022-03-01 15:58:01
1646146682277,1646146682260,823,ED:68:09:2B:C6:5F,2022-03-01 15:58:02
1646146684278,1646146684260,816,ED:68:09:2B:C6:5F,2022-03-01 15:58:04
1646146690318,1646146690301,811,ED:68:09:2B:C6:5F,2022-03-01 15:58:10
1646146690318,1646146690301,812,ED:68:09:2B:C6:5F,2022-03-01 15:58:10
1646146690340,1646146690311,807,ED:68:09:2B:C6:5F,2022-03-01 15:58:10
1646146691254,1646146691236,808,ED:68:09:2B:C6:5F,2022-03-01 15:58:11
1646146692253,1646146692236,807,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146692264,1646146692246,800,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146692264,1646146692246,783,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146692273,1646146692257,780,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146692283,1646146692266,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146692293,1646146692276,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146692293,1646146692276,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146692302,1646146692285,784,ED:68:09:2B:C6:5F,2022-03-01 15:58:12
1646146693257,1646146693240,791,ED:68:09:2B:C6:5F,2022-03-01 15:58:13
1646146694251,1646146694234,780,ED:68:09:2B:C6:5F,2022-03-01 15:58:14
1646146694251,1646146694234,771,ED:68:09:2B:C6:5F,2022-03-01 15:58:14
1646146696242,1646146696225,568,ED:68:09:2B:C6:5F,2022-03-01 15:58:16
1646146696252,1646146696236,992,ED:68:09:2B:C6:5F,2022-03-01 15:58:16
1646146700299,1646146700281,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:20
1646146700357,1646146700338,796,ED:68:09:2B:C6:5F,2022-03-01 15:58:20
1646146700357,1646146700338,795,ED:68:09:2B:C6:5F,2022-03-01 15:58:20
1646146701230,1646146701213,768,ED:68:09:2B:C6:5F,2022-03-01 15:58:21
1646146703226,1646146703208,815,ED:68:09:2B:C6:5F,2022-03-01 15:58:23
1646146703236,1646146703219,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:23
1646146703236,1646146703219,791,ED:68:09:2B:C6:5F,2022-03-01 15:58:23
1646146703247,1646146703230,800,ED:68:09:2B:C6:5F,2022-03-01 15:58:23
1646146703258,1646146703241,799,ED:68:09:2B:C6:5F,2022-03-01 15:58:23
1646146704223,1646146704206,800,ED:68:09:2B:C6:5F,2022-03-01 15:58:24
1646146704223,1646146704206,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:24
1646146706218,1646146706201,768,ED:68:09:2B:C6:5F,2022-03-01 15:58:26
1646146706232,1646146706215,747,ED:68:09:2B:C6:5F,2022-03-01 15:58:26
1646146707220,1646146707201,768,ED:68:09:2B:C6:5F,2022-03-01 15:58:27
1646146707220,1646146707201,775,ED:68:09:2B:C6:5F,2022-03-01 15:58:27
1646146708216,1646146708196,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:28
1646146709209,1646146709192,803,ED:68:09:2B:C6:5F,2022-03-01 15:58:29
1646146710356,1646146710339,812,ED:68:09:2B:C6:5F,2022-03-01 15:58:30
1646146712209,1646146712190,807,ED:68:09:2B:C6:5F,2022-03-01 15:58:32
1646146712209,1646146712190,796,ED:68:09:2B:C6:5F,2022-03-01 15:58:32
1646146712219,1646146712202,783,ED:68:09:2B:C6:5F,2022-03-01 15:58:32
1646146714200,1646146714180,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:34
1646146714212,1646146714194,780,ED:68:09:2B:C6:5F,2022-03-01 15:58:34
1646146714212,1646146714194,779,ED:68:09:2B:C6:5F,2022-03-01 15:58:34
1646146715194,1646146715176,776,ED:68:09:2B:C6:5F,2022-03-01 15:58:35
1646146717190,1646146717173,783,ED:68:09:2B:C6:5F,2022-03-01 15:58:37
1646146717203,1646146717184,784,ED:68:09:2B:C6:5F,2022-03-01 15:58:37
1646146718187,1646146718169,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:38
1646146718187,1646146718169,784,ED:68:09:2B:C6:5F,2022-03-01 15:58:38
1646146719186,1646146719168,779,ED:68:09:2B:C6:5F,2022-03-01 15:58:39
1646146720182,1646146720166,780,ED:68:09:2B:C6:5F,2022-03-01 15:58:40
1646146721184,1646146721167,779,ED:68:09:2B:C6:5F,2022-03-01 15:58:41
1646146721184,1646146721167,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:41
1646146722180,1646146722163,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:42
1646146724171,1646146724155,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:44
1646146724182,1646146724165,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:44
1646146724182,1646146724165,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:44
1646146726169,1646146726150,787,ED:68:09:2B:C6:5F,2022-03-01 15:58:46
1646146726179,1646146726161,784,ED:68:09:2B:C6:5F,2022-03-01 15:58:46
1646146727164,1646146727147,784,ED:68:09:2B:C6:5F,2022-03-01 15:58:47
1646146727164,1646146727147,791,ED:68:09:2B:C6:5F,2022-03-01 15:58:47
1646146728165,1646146728146,784,ED:68:09:2B:C6:5F,2022-03-01 15:58:48
1646146729160,1646146729142,739,ED:68:09:2B:C6:5F,2022-03-01 15:58:49
1646146731157,1646146731139,784,ED:68:09:2B:C6:5F,2022-03-01 15:58:51
1646146731157,1646146731139,767,ED:68:09:2B:C6:5F,2022-03-01 15:58:51
1646146731166,1646146731150,772,ED:68:09:2B:C6:5F,2022-03-01 15:58:51
1646146736210,1646146736191,783,ED:68:09:2B:C6:5F,2022-03-01 15:58:56
1646146736225,1646146736208,792,ED:68:09:2B:C6:5F,2022-03-01 15:58:56
1646146737140,1646146737122,799,ED:68:09:2B:C6:5F,2022-03-01 15:58:57
1646146737140,1646146737122,788,ED:68:09:2B:C6:5F,2022-03-01 15:58:57
1646146741193,1646146741176,787,ED:68:09:2B:C6:5F,2022-03-01 15:59:01
1646146741256,1646146741239,796,ED:68:09:2B:C6:5F,2022-03-01 15:59:01
1646146741267,1646146741251,795,ED:68:09:2B:C6:5F,2022-03-01 15:59:01
1646146741267,1646146741251,788,ED:68:09:2B:C6:5F,2022-03-01 15:59:01
1646146743129,1646146743111,787,ED:68:09:2B:C6:5F,2022-03-01 15:59:03
1646146744155,1646146744139,784,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146744165,1646146744149,791,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146744175,1646146744159,804,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146744175,1646146744159,799,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146744185,1646146744169,796,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146744194,1646146744178,800,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146744252,1646146744236,795,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146744252,1646146744236,800,ED:68:09:2B:C6:5F,2022-03-01 15:59:04
1646146745121,1646146745103,795,ED:68:09:2B:C6:5F,2022-03-01 15:59:05
1646146748173,1646146748156,800,ED:68:09:2B:C6:5F,2022-03-01 15:59:08
1646146749151,1646146749135,803,ED:68:09:2B:C6:5F,2022-03-01 15:59:09
1646146749161,1646146749144,800,ED:68:09:2B:C6:5F,2022-03-01 15:59:09
1646146749161,1646146749144,799,ED:68:09:2B:C6:5F,2022-03-01 15:59:09
1646146749171,1646146749153,804,ED:68:09:2B:C6:5F,2022-03-01 15:59:09
1646146751105,1646146751087,795,ED:68:09:2B:C6:5F,2022-03-01 15:59:11
1646146752103,1646146752086,808,ED:68:09:2B:C6:5F,2022-03-01 15:59:12
1646146752103,1646146752086,803,ED:68:09:2B:C6:5F,2022-03-01 15:59:12
1646146752116,1646146752098,804,ED:68:09:2B:C6:5F,2022-03-01 15:59:12
1646146756156,1646146756139,811,ED:68:09:2B:C6:5F,2022-03-01 15:59:16
1646146756167,1646146756150,808,ED:68:09:2B:C6:5F,2022-03-01 15:59:16
1646146998889,1646146998872,828,ED:68:09:2B:C6:5F,2022-03-01 16:03:18
1646147000016,1646146999998,819,ED:68:09:2B:C6:5F,2022-03-01 16:03:19
1646147001099,1646147001081,820,ED:68:09:2B:C6:5F,2022-03-01 16:03:21
1646147001099,1646147001081,827,ED:68:09:2B:C6:5F,2022-03-01 16:03:21
1646147001877,1646147001859,832,ED:68:09:2B:C6:5F,2022-03-01 16:03:21
1646147002956,1646147002938,843,ED:68:09:2B:C6:5F,2022-03-01 16:03:22
1646147003915,1646147003898,844,ED:68:09:2B:C6:5F,2022-03-01 16:03:23
1646147006468,1646147006451,847,ED:68:09:2B:C6:5F,2022-03-01 16:03:26
1646147006468,1646147006451,836,ED:68:09:2B:C6:5F,2022-03-01 16:03:26
1646147006482,1646147006464,811,ED:68:09:2B:C6:5F,2022-03-01 16:03:26
1646147008464,1646147008447,864,ED:68:09:2B:C6:5F,2022-03-01 16:03:28
1646147009458,1646147009440,835,ED:68:09:2B:C6:5F,2022-03-01 16:03:29
1646147009466,1646147009450,840,ED:68:09:2B:C6:5F,2022-03-01 16:03:29
1646147010482,1646147010465,839,ED:68:09:2B:C6:5F,2022-03-01 16:03:30
1646147010482,1646147010465,840,ED:68:09:2B:C6:5F,2022-03-01 16:03:30
1646147013510,1646147013492,827,ED:68:09:2B:C6:5F,2022-03-01 16:03:33
1646147013519,1646147013502,832,ED:68:09:2B:C6:5F,2022-03-01 16:03:33
1646147013529,1646147013512,823,ED:68:09:2B:C6:5F,2022-03-01 16:03:33
1646147014445,1646147014429,812,ED:68:09:2B:C6:5F,2022-03-01 16:03:34
1646147014445,1646147014429,819,ED:68:09:2B:C6:5F,2022-03-01 16:03:34
1646147015446,1646147015429,824,ED:68:09:2B:C6:5F,2022-03-01 16:03:35
1646147016442,1646147016425,835,ED:68:09:2B:C6:5F,2022-03-01 16:03:36
1646147017437,1646147017420,828,ED:68:09:2B:C6:5F,2022-03-01 16:03:37
1646147020495,1646147020475,815,ED:68:09:2B:C6:5F,2022-03-01 16:03:40
1646147020495,1646147020475,808,ED:68:09:2B:C6:5F,2022-03-01 16:03:40
1646147020505,1646147020487,819,ED:68:09:2B:C6:5F,2022-03-01 16:03:40
1646147020515,1646147020498,828,ED:68:09:2B:C6:5F,2022-03-01 16:03:40
1646147022429,1646147022411,831,ED:68:09:2B:C6:5F,2022-03-01 16:03:42
1646147022466,1646147022448,828,ED:68:09:2B:C6:5F,2022-03-01 16:03:42
1646147022466,1646147022448,835,ED:68:09:2B:C6:5F,2022-03-01 16:03:42
1646147023424,1646147023406,820,ED:68:09:2B:C6:5F,2022-03-01 16:03:43
1646147025420,1646147025402,811,ED:68:09:2B:C6:5F,2022-03-01 16:03:45
1646147026420,1646147026403,808,ED:68:09:2B:C6:5F,2022-03-01 16:03:46
1646147026433,1646147026415,807,ED:68:09:2B:C6:5F,2022-03-01 16:03:46
1646147026433,1646147026415,800,ED:68:09:2B:C6:5F,2022-03-01 16:03:46
1646147027414,1646147027396,799,ED:68:09:2B:C6:5F,2022-03-01 16:03:47
1646147028411,1646147028393,800,ED:68:09:2B:C6:5F,2022-03-01 16:03:48
1646147029411,1646147029393,811,ED:68:09:2B:C6:5F,2022-03-01 16:03:49
1646147030406,1646147030389,816,ED:68:09:2B:C6:5F,2022-03-01 16:03:50
1646147030406,1646147030389,827,ED:68:09:2B:C6:5F,2022-03-01 16:03:50
1646147031407,1646147031390,832,ED:68:09:2B:C6:5F,2022-03-01 16:03:51
1646147032401,1646147032384,815,ED:68:09:2B:C6:5F,2022-03-01 16:03:52
1646147033399,1646147033381,820,ED:68:09:2B:C6:5F,2022-03-01 16:03:53
1646147034396,1646147034379,815,ED:68:09:2B:C6:5F,2022-03-01 16:03:54
1646147034396,1646147034379,816,ED:68:09:2B:C6:5F,2022-03-01 16:03:54
1646147036392,1646147036374,815,ED:68:09:2B:C6:5F,2022-03-01 16:03:56
1646147036402,1646147036385,820,ED:68:09:2B:C6:5F,2022-03-01 16:03:56
1646147038386,1646147038368,819,ED:68:09:2B:C6:5F,2022-03-01 16:03:58
1646147038395,1646147038378,824,ED:68:09:2B:C6:5F,2022-03-01 16:03:58
1646147038395,1646147038378,819,ED:68:09:2B:C6:5F,2022-03-01 16:03:58
1646147039383,1646147039366,812,ED:68:09:2B:C6:5F,2022-03-01 16:03:59
1646147042441,1646147042423,807,ED:68:09:2B:C6:5F,2022-03-01 16:04:02
1646147042452,1646147042434,800,ED:68:09:2B:C6:5F,2022-03-01 16:04:02
1646147042462,1646147042445,767,ED:68:09:2B:C6:5F,2022-03-01 16:04:02
1646147042462,1646147042445,816,ED:68:09:2B:C6:5F,2022-03-01 16:04:02
1646147043373,1646147043356,795,ED:68:09:2B:C6:5F,2022-03-01 16:04:03
1646147045370,1646147045352,800,ED:68:09:2B:C6:5F,2022-03-01 16:04:05
1646147045380,1646147045363,787,ED:68:09:2B:C6:5F,2022-03-01 16:04:05
1646147045380,1646147045363,752,ED:68:09:2B:C6:5F,2022-03-01 16:04:05
1646147047364,1646147047347,787,ED:68:09:2B:C6:5F,2022-03-01 16:04:07
1646147048368,1646147048348,756,ED:68:09:2B:C6:5F,2022-03-01 16:04:08
1646147048383,1646147048365,756,ED:68:09:2B:C6:5F,2022-03-01 16:04:08
1646147048383,1646147048365,763,ED:68:09:2B:C6:5F,2022-03-01 16:04:08
1646147049359,1646147049341,796,ED:68:09:2B:C6:5F,2022-03-01 16:04:09
1646147052413,1646147052395,811,ED:68:09:2B:C6:5F,2022-03-01 16:04:12
1646147052423,1646147052406,828,ED:68:09:2B:C6:5F,2022-03-01 16:04:12
1646147052433,1646147052415,823,ED:68:09:2B:C6:5F,2022-03-01 16:04:12
1646147052433,1646147052415,840,ED:68:09:2B:C6:5F,2022-03-01 16:04:12
1646147055411,1646147055393,847,ED:68:09:2B:C6:5F,2022-03-01 16:04:15
1646147055422,1646147055405,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:15
1646147056341,1646147056324,847,ED:68:09:2B:C6:5F,2022-03-01 16:04:16
1646147056350,1646147056334,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:16
1646147057339,1646147057322,859,ED:68:09:2B:C6:5F,2022-03-01 16:04:17
1646147057339,1646147057322,860,ED:68:09:2B:C6:5F,2022-03-01 16:04:17
1646147058340,1646147058323,863,ED:68:09:2B:C6:5F,2022-03-01 16:04:18
1646147059335,1646147059317,855,ED:68:09:2B:C6:5F,2022-03-01 16:04:19
1646147060364,1646147060333,860,ED:68:09:2B:C6:5F,2022-03-01 16:04:20
1646147061331,1646147061314,855,ED:68:09:2B:C6:5F,2022-03-01 16:04:21
1646147062329,1646147062312,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:22
1646147062329,1646147062312,847,ED:68:09:2B:C6:5F,2022-03-01 16:04:22
1646147063325,1646147063306,832,ED:68:09:2B:C6:5F,2022-03-01 16:04:23
1646147064337,1646147064305,835,ED:68:09:2B:C6:5F,2022-03-01 16:04:24
1646147066373,1646147066353,844,ED:68:09:2B:C6:5F,2022-03-01 16:04:26
1646147066383,1646147066365,843,ED:68:09:2B:C6:5F,2022-03-01 16:04:26
1646147066383,1646147066365,844,ED:68:09:2B:C6:5F,2022-03-01 16:04:26
1646147068310,1646147068293,855,ED:68:09:2B:C6:5F,2022-03-01 16:04:28
1646147068324,1646147068302,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:28
1646147070306,1646147070289,855,ED:68:09:2B:C6:5F,2022-03-01 16:04:30
1646147070316,1646147070299,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:30
1646147071306,1646147071289,851,ED:68:09:2B:C6:5F,2022-03-01 16:04:31
1646147071306,1646147071289,836,ED:68:09:2B:C6:5F,2022-03-01 16:04:31
1646147073299,1646147073282,839,ED:68:09:2B:C6:5F,2022-03-01 16:04:33
1646147073311,1646147073293,856,ED:68:09:2B:C6:5F,2022-03-01 16:04:33
1646147075296,1646147075277,851,ED:68:09:2B:C6:5F,2022-03-01 16:04:35
1646147075306,1646147075290,836,ED:68:09:2B:C6:5F,2022-03-01 16:04:35
1646147076298,1646147076280,815,ED:68:09:2B:C6:5F,2022-03-01 16:04:36
1646147076298,1646147076280,808,ED:68:09:2B:C6:5F,2022-03-01 16:04:36
1646147077289,1646147077271,819,ED:68:09:2B:C6:5F,2022-03-01 16:04:37
1646147079284,1646147079267,836,ED:68:09:2B:C6:5F,2022-03-01 16:04:39
1646147082338,1646147082321,839,ED:68:09:2B:C6:5F,2022-03-01 16:04:42
1646147082349,1646147082332,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:42
1646147082349,1646147082332,843,ED:68:09:2B:C6:5F,2022-03-01 16:04:42
1646147083274,1646147083257,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:43
1646147083285,1646147083268,859,ED:68:09:2B:C6:5F,2022-03-01 16:04:43
1646147083294,1646147083277,860,ED:68:09:2B:C6:5F,2022-03-01 16:04:43
1646147084272,1646147084254,859,ED:68:09:2B:C6:5F,2022-03-01 16:04:44
1646147085270,1646147085253,848,ED:68:09:2B:C6:5F,2022-03-01 16:04:45
1646147085270,1646147085253,839,ED:68:09:2B:C6:5F,2022-03-01 16:04:45
1646147086267,1646147086250,848,ED:68:09:2B:C6:5F,2022-03-01 16:04:46
1646147090319,1646147090302,847,ED:68:09:2B:C6:5F,2022-03-01 16:04:50
1646147090330,1646147090312,848,ED:68:09:2B:C6:5F,2022-03-01 16:04:50
1646147090339,1646147090323,847,ED:68:09:2B:C6:5F,2022-03-01 16:04:50
1646147091255,1646147091237,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:51
1646147091255,1646147091237,851,ED:68:09:2B:C6:5F,2022-03-01 16:04:51
1646147091265,1646147091248,852,ED:68:09:2B:C6:5F,2022-03-01 16:04:51
1646147092251,1646147092233,755,ED:68:09:2B:C6:5F,2022-03-01 16:04:52
1646147094250,1646147094233,952,ED:68:09:2B:C6:5F,2022-03-01 16:04:54
1646147095246,1646147095228,855,ED:68:09:2B:C6:5F,2022-03-01 16:04:55
1646147095256,1646147095239,848,ED:68:09:2B:C6:5F,2022-03-01 16:04:55
1646147095256,1646147095239,835,ED:68:09:2B:C6:5F,2022-03-01 16:04:55
1646147096242,1646147096224,788,ED:68:09:2B:C6:5F,2022-03-01 16:04:56
1646147097241,1646147097223,823,ED:68:09:2B:C6:5F,2022-03-01 16:04:57
1646147098236,1646147098219,804,ED:68:09:2B:C6:5F,2022-03-01 16:04:58
1646147102287,1646147102270,827,ED:68:09:2B:C6:5F,2022-03-01 16:05:02
1646147102287,1646147102270,856,ED:68:09:2B:C6:5F,2022-03-01 16:05:02
1646147104224,1646147104207,859,ED:68:09:2B:C6:5F,2022-03-01 16:05:04
1646147105221,1646147105203,867,ED:68:09:2B:C6:5F,2022-03-01 16:05:05
1646147105230,1646147105213,868,ED:68:09:2B:C6:5F,2022-03-01 16:05:05
1646147105239,1646147105222,871,ED:68:09:2B:C6:5F,2022-03-01 16:05:05
1646147105250,1646147105232,848,ED:68:09:2B:C6:5F,2022-03-01 16:05:05
1646147105250,1646147105232,831,ED:68:09:2B:C6:5F,2022-03-01 16:05:05
1646147105260,1646147105243,792,ED:68:09:2B:C6:5F,2022-03-01 16:05:05
1646147107218,1646147107201,831,ED:68:09:2B:C6:5F,2022-03-01 16:05:07
1646147109209,1646147109191,784,ED:68:09:2B:C6:5F,2022-03-01 16:05:09
1646147113261,1646147113244,827,ED:68:09:2B:C6:5F,2022-03-01 16:05:13
1646147113261,1646147113244,788,ED:68:09:2B:C6:5F,2022-03-01 16:05:13
1646147113272,1646147113255,776,ED:68:09:2B:C6:5F,2022-03-01 16:05:13
1646147114196,1646147114179,775,ED:68:09:2B:C6:5F,2022-03-01 16:05:14
1646147115195,1646147115177,788,ED:68:09:2B:C6:5F,2022-03-01 16:05:15
1646147115195,1646147115177,819,ED:68:09:2B:C6:5F,2022-03-01 16:05:15
1646147116195,1646147116177,832,ED:68:09:2B:C6:5F,2022-03-01 16:05:16
1646147116211,1646147116191,823,ED:68:09:2B:C6:5F,2022-03-01 16:05:16
1646147116221,1646147116203,820,ED:68:09:2B:C6:5F,2022-03-01 16:05:16
1646147116231,1646147116214,847,ED:68:09:2B:C6:5F,2022-03-01 16:05:16
1646147116243,1646147116224,852,ED:68:09:2B:C6:5F,2022-03-01 16:05:16
1646147116243,1646147116224,855,ED:68:09:2B:C6:5F,2022-03-01 16:05:16
1646147117196,1646147117178,856,ED:68:09:2B:C6:5F,2022-03-01 16:05:17
1646147118188,1646147118171,867,ED:68:09:2B:C6:5F,2022-03-01 16:05:18
1646147120182,1646147120165,875,ED:68:09:2B:C6:5F,2022-03-01 16:05:20
1646147120195,1646147120178,868,ED:68:09:2B:C6:5F,2022-03-01 16:05:20
1646147121180,1646147121163,859,ED:68:09:2B:C6:5F,2022-03-01 16:05:21
1646147121180,1646147121163,852,ED:68:09:2B:C6:5F,2022-03-01 16:05:21
1646147122180,1646147122162,847,ED:68:09:2B:C6:5F,2022-03-01 16:05:22
1646147123174,1646147123156,852,ED:68:09:2B:C6:5F,2022-03-01 16:05:23
1646147127231,1646147127213,847,ED:68:09:2B:C6:5F,2022-03-01 16:05:27
1646147127245,1646147127228,844,ED:68:09:2B:C6:5F,2022-03-01 16:05:27
1646147127254,1646147127237,819,ED:68:09:2B:C6:5F,2022-03-01 16:05:27
1646147127254,1646147127237,832,ED:68:09:2B:C6:5F,2022-03-01 16:05:27
1646147129159,1646147129141,847,ED:68:09:2B:C6:5F,2022-03-01 16:05:29
1646147129170,1646147129152,864,ED:68:09:2B:C6:5F,2022-03-01 16:05:29
1646147129180,1646147129163,871,ED:68:09:2B:C6:5F,2022-03-01 16:05:29
1646147132216,1646147132198,876,ED:68:09:2B:C6:5F,2022-03-01 16:05:32
